ID,sta_seq,collect_date,chemparameter,value,uom,station_type,duplicate,name,ylat,xlong,sbasn,major,mbasn
7724,14720,10/1/2013,pH,6.4,None,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7725,14720,10/1/2013,Total Nitrogen,0.244,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7726,14720,9/19/2012,Total Solids,74,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7727,14720,9/19/2012,Magnesium,810.3,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7728,14720,10/1/2013,Total Suspended Solids,13,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7729,14720,10/1/2013,Nitrite,NA,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7730,14720,7/1/2011,Total Kjeldahl Nitrogen,0.116,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7731,14720,10/1/2013,Total Organic Carbon,3.5,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7732,14720,7/2/2013,Turbidity,1.1,None,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7733,14720,9/16/2014,Ortho Phosphate,0.004,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7734,14720,7/3/2013,Total Suspended Solids,11,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7735,14720,9/16/2014,Hardness,12.5,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7736,14720,4/26/2013,Hardness,8.5,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7737,14720,4/26/2013,Nitrate/Nitrite,0.123,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7738,14720,4/26/2013,Ortho Phosphate,NA,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7739,14720,9/16/2014,Nitrate,0.27,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7740,14720,9/16/2014,Total Phosphorus,0.016,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7741,14720,10/11/2011,Total Kjeldahl Nitrogen,0.118,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7742,14720,10/1/2013,Silica,6.315,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7743,14720,10/11/2011,Silica,2.766,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7744,14720,9/16/2014,Calcium,3220,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7745,14720,10/11/2011,Total Suspended Solids,14,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7746,14720,7/2/2013,Ammonia,0.012,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7747,14720,10/5/2015,Alkalinity,5,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7748,14720,9/16/2014,Total Suspended Solids,13,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7749,14720,7/3/2013,Nitrate,0.154,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7750,14720,7/3/2013,Hardness,8,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7751,14720,10/1/2013,Ortho Phosphate,NA,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7752,14720,7/2/2013,Total Nitrogen,0.294,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7753,14720,7/2/2013,Magnesium,803,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7754,14720,9/16/2014,Chloride,7.5,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7755,14720,6/3/2015,Magnesium,855,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7756,14720,9/16/2014,Total Nitrogen,0.314,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7757,14720,6/3/2015,Chloride,7.5,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7758,14720,10/11/2011,Nitrate/Nitrite,0.155,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7759,14720,7/2/2013,Ortho Phosphate,0.002,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7760,14720,7/1/2011,Chloride,6.4,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7761,14720,4/26/2013,Chloride,5.3,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7762,14720,4/26/2013,Total Organic Carbon,2.4,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7763,14720,9/16/2014,Alkalinity,8,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7764,14720,10/5/2015,Nitrate/Nitrite,0.148,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7765,14720,9/16/2014,Magnesium,1070,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7766,14720,10/11/2011,Chloride,5.3,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7767,14720,10/5/2015,Magnesium,1110,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7768,14720,7/2/2013,Nitrate,0.168,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7769,14720,6/3/2015,Hardness,9.4,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7770,14720,7/2/2013,Nitrite,NA,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7771,14720,7/1/2011,Ortho Phosphate,0.005,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7772,14720,9/16/2014,Organic Nitrogen,0.041,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7773,14720,4/26/2013,Total Kjeldahl Nitrogen,0.058,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7774,14720,7/3/2013,Total Solids,50,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7775,14720,9/19/2012,Alkalinity,3,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7776,14720,7/3/2013,Magnesium,707,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7777,14720,6/3/2015,Nitrate/Nitrite,0.12,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7778,14720,10/5/2015,Nitrate,0.148,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7779,14720,4/26/2013,Nitrate,0.12,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7780,14720,6/3/2015,Nitrite,NA,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7781,14720,10/5/2015,Calcium,3080,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7782,14720,10/11/2011,Alkalinity,4,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7783,14720,10/11/2011,Calcium,2020,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7784,14720,7/1/2011,Turbidity,0.6,None,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7785,14720,10/11/2011,Total Nitrogen,0.273,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7786,14720,10/11/2011,Turbidity,0.5,None,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7787,14720,10/5/2015,Total Suspended Solids,11,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7788,14720,4/26/2013,pH,6.4,None,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7789,14720,10/5/2015,Total Solids,56,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7790,14720,7/2/2013,Total Suspended Solids,18,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7791,14720,10/11/2011,Total Solids,26,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7792,14720,4/26/2013,Calcium,2130,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7793,14720,10/5/2015,Ortho Phosphate,0.006,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7794,14720,4/26/2013,Alkalinity,4,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7795,14720,4/26/2013,Total Suspended Solids,8,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7796,14720,10/11/2011,Ammonia,0.011,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7797,14720,7/1/2011,Organic Nitrogen,0.091,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7798,14720,7/1/2011,Nitrite,0.003,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7799,14720,4/26/2013,Turbidity,0.6,None,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7800,14720,6/3/2015,Calcium,2350,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7801,14720,10/11/2011,Nitrite,NA,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7802,14720,7/2/2013,Hardness,8.9,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7803,14720,9/16/2014,Ammonia,0.003,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7804,14720,7/2/2013,Alkalinity,3,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7805,14720,10/11/2011,Nitrate,0.155,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7806,14720,7/2/2013,Nitrate/Nitrite,0.168,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7807,14720,6/3/2015,Turbidity,0.9,None,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7808,14720,7/2/2013,Total Organic Carbon,4.5,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7809,14720,7/1/2011,Total Solids,36,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7810,14720,7/3/2013,Chlorophyll-a Plankton,59.01,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7811,14720,9/16/2014,Nitrite,NA,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7812,14720,7/1/2011,Alkalinity,5,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7813,14720,6/3/2015,Total Phosphorus,0.014,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7814,14720,7/1/2011,Calcium,2720,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7815,14720,10/5/2015,Total Phosphorus,0.012,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7816,14720,6/3/2015,Nitrate,0.12,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7817,14720,10/5/2015,Turbidity,0.6,None,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7818,14720,7/2/2013,Calcium,2240,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7819,14720,4/26/2013,Ammonia,NA,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7820,14720,7/3/2013,Ammonia,0.013,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7821,14720,10/5/2015,Ammonia,0.004,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7822,14720,7/1/2011,Total Phosphorus,0.012,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7823,14720,7/1/2011,Nitrate/Nitrite,0.197,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7824,14720,7/3/2013,Chloride,5.1,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7825,14720,7/1/2011,Hardness,10.8,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7826,14720,10/11/2011,Ortho Phosphate,0.005,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7827,14720,6/3/2015,Total Solids,54,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7828,14720,9/16/2014,Total Kjeldahl Nitrogen,0.044,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7829,14720,6/3/2015,Total Nitrogen,0.248,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7830,14720,9/16/2014,Total Solids,32,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7831,14720,6/3/2015,pH,6.4,None,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7832,14720,7/1/2011,Magnesium,965,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7833,14720,6/3/2015,Ammonia,0.02,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7834,14720,10/5/2015,Silica,8.369,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7835,14720,10/5/2015,Hardness,12.3,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7836,14720,10/11/2011,Total Phosphorus,0.008,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7837,14720,7/3/2013,Nitrate/Nitrite,0.154,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7838,14720,7/1/2011,Total Suspended Solids,2,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7839,14720,4/26/2013,Total Solids,46,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7840,14720,9/16/2014,Nitrate/Nitrite,0.27,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7841,14720,6/3/2015,Alkalinity,4,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7842,14720,7/1/2011,Nitrate,0.194,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7843,14720,7/2/2013,Total Solids,38,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7844,14720,10/5/2015,Total Kjeldahl Nitrogen,0.113,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7845,14720,9/16/2014,pH,6.8,None,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7846,14720,4/26/2013,Total Phosphorus,0.008,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7847,14720,6/3/2015,Total Organic Carbon,3.8,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7848,14720,7/3/2013,Alkalinity,3,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7849,14720,7/2/2013,Chloride,5.8,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7850,14720,6/3/2015,Ortho Phosphate,0.003,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7851,14720,10/11/2011,Organic Nitrogen,0.107,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7852,14720,10/5/2015,Total Nitrogen,0.261,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7853,14720,4/26/2013,Total Nitrogen,0.181,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7854,14720,10/5/2015,Chloride,6.3,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7855,14720,7/3/2013,Calcium,2040,ppb,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7856,14720,7/3/2013,Turbidity,0.9,None,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7857,14720,7/3/2013,Ortho Phosphate,NA,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7858,14720,6/3/2015,Total Suspended Solids,14,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7859,14720,7/1/2011,Ammonia,0.025,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7860,14720,7/1/2011,Total Nitrogen,0.313,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7861,14720,9/16/2014,Silica,9.093,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7862,14720,10/5/2015,Total Organic Carbon,4.1,ppm,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7863,14720,10/5/2015,pH,6.6,None,River/Stream,0,Green Fall River,41.4568,-71.8169,1002,Pawcatuck,1
7864,14721,9/19/2012,Calcium,9070,ppb,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7865,14721,7/3/2013,pH,6.9,None,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7866,14721,9/19/2012,Alkalinity,21,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7867,14721,9/19/2012,Total Kjeldahl Nitrogen,0.192,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7868,14721,9/16/2014,Ortho Phosphate,0.005,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7869,14721,9/16/2014,Organic Nitrogen,0.063,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7870,14721,7/3/2013,Silica,9.875,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7871,14721,7/3/2013,Ortho Phosphate,0.013,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7872,14721,9/16/2014,Total Solids,122,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7873,14721,9/19/2012,Ammonia,0.011,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7874,14721,9/19/2012,Chloride,19,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7875,14721,7/3/2013,Chloride,15.1,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7876,14721,7/3/2013,Nitrate,0.334,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7877,14721,7/3/2013,Ammonia,0.014,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7878,14721,4/26/2013,Nitrate/Nitrite,0.242,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7879,14721,4/26/2013,Nitrate,0.238,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7880,14721,7/3/2013,Total Nitrogen,0.512,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7881,14721,9/19/2012,Silica,9.07,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7882,14721,9/19/2012,Nitrate/Nitrite,0.168,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7883,14721,9/19/2012,Magnesium,2350,ppb,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7884,14721,9/19/2012,Total Nitrogen,0.36,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7885,14721,9/16/2014,pH,7.3,None,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7886,14721,9/16/2014,Nitrite,NA,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7887,14721,9/16/2014,Total Nitrogen,0.426,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7888,14721,9/16/2014,Magnesium,3220,ppb,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7889,14721,9/19/2012,Ortho Phosphate,0.009,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7890,14721,7/3/2013,Magnesium,2090,ppb,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7891,14721,7/3/2013,Chlorophyll-a Plankton,256,ppb,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7892,14721,4/26/2013,Chloride,15.6,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7893,14721,9/19/2012,Total Phosphorus,0.046,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7894,14721,9/19/2012,Total Solids,106,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7895,14721,9/16/2014,Total Kjeldahl Nitrogen,0.069,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7896,14721,9/19/2012,Hardness,32.3,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7897,14721,9/16/2014,Nitrate/Nitrite,0.357,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7898,14721,9/16/2014,Total Organic Carbon,1.6,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7899,14721,4/26/2013,Total Solids,88,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7900,14721,9/30/2013,Calcium,9670,ppb,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7901,14721,7/3/2013,Total Organic Carbon,4.4,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7902,14721,4/26/2013,Hardness,28.4,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7903,14721,9/19/2012,Total Suspended Solids,11,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7904,14721,4/26/2013,Turbidity,1.3,None,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7905,14721,4/26/2013,Total Phosphorus,0.016,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7906,14721,9/19/2012,Nitrite,0.004,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7907,14721,7/3/2013,Alkalinity,17,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7908,14721,9/30/2013,Total Nitrogen,0.491,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7909,14721,9/16/2014,Nitrate,0.357,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7910,14721,9/30/2013,Turbidity,0.7,None,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7911,14721,9/16/2014,Total Phosphorus,0.012,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7912,14721,9/30/2013,Nitrate,0.316,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7913,14721,7/3/2013,Nitrate/Nitrite,0.338,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7914,14721,9/16/2014,Turbidity,0.8,None,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7915,14721,4/26/2013,Total Suspended Solids,9,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7916,14721,9/19/2012,Turbidity,3,None,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7917,14721,4/26/2013,Magnesium,2040,ppb,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7918,14721,4/26/2013,Nitrite,0.004,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7919,14721,9/30/2013,Alkalinity,21,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7920,14721,9/30/2013,Chloride,20.6,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7921,14721,9/30/2013,pH,7.4,None,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7922,14721,9/19/2012,Nitrate,0.164,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7923,14721,9/16/2014,Silica,9.926,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7924,14721,4/26/2013,Total Kjeldahl Nitrogen,0.156,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7925,14721,9/30/2013,Ortho Phosphate,0.004,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7926,14721,9/16/2014,Total Suspended Solids,2,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7927,14721,9/30/2013,Nitrite,NA,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7928,14721,9/30/2013,Total Suspended Solids,6,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7929,14721,9/16/2014,Alkalinity,24,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7930,14721,4/26/2013,Alkalinity,17,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7931,14721,7/3/2013,Calcium,8230,ppb,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
7932,14721,7/3/2013,Total Phosphorus,0.029,ppm,River/Stream,0,Shunock River,41.4101,-71.8452,1004,Pawcatuck,1
