ID,sta_seq,collect_date,chemparameter,value,uom,station_type,duplicate,name,ylat,xlong,sbasn,major,mbasn
14692,16049,9/24/2015,Total Nitrogen,0.195,ppm,River/Stream,0,Naugatuck River,41.7412,-73.1148,6900,Housatonic,6
14693,16049,9/24/2015,Total Kjeldahl Nitrogen,0.49,ppm,River/Stream,0,Naugatuck River,41.7412,-73.1148,6900,Housatonic,6
14694,16049,9/24/2015,Hardness,80.8,ppm,River/Stream,0,Naugatuck River,41.7412,-73.1148,6900,Housatonic,6
14695,16049,6/23/2015,Nitrate,0.342,ppm,River/Stream,0,Naugatuck River,41.7412,-73.1148,6900,Housatonic,6
14696,16049,9/24/2015,Ammonia,0.082,ppm,River/Stream,0,Naugatuck River,41.7412,-73.1148,6900,Housatonic,6
14697,16049,6/23/2015,Ortho Phosphate,0.012,ppm,River/Stream,0,Naugatuck River,41.7412,-73.1148,6900,Housatonic,6
14698,16049,9/24/2015,Alkalinity,48,ppm,River/Stream,0,Naugatuck River,41.7412,-73.1148,6900,Housatonic,6
14699,16049,6/23/2015,Magnesium,3860,ppb,River/Stream,0,Naugatuck River,41.7412,-73.1148,6900,Housatonic,6
14700,16049,9/24/2015,Magnesium,6230,ppb,River/Stream,0,Naugatuck River,41.7412,-73.1148,6900,Housatonic,6
14701,16049,9/24/2015,Nitrate,1.93,ppm,River/Stream,0,Naugatuck River,41.7412,-73.1148,6900,Housatonic,6
14702,16066,7/11/2011,Total Nitrogen,0.753,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14703,16066,9/19/2014,Hardness,39.6,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14704,16066,10/2/2012,Total Suspended Solids,2,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14705,16066,10/2/2012,Total Nitrogen,0.803,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14706,16066,7/11/2011,Nitrate,0.54,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14707,16066,10/2/2012,Turbidity,1.1,None,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14708,16066,7/11/2011,Alkalinity,25,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14709,16066,7/11/2011,Total Organic Carbon,1.7,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14710,16066,9/19/2014,Ammonia,0.057,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14711,16066,7/26/2012,Turbidity,1.3,None,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14712,16066,7/26/2012,Ammonia,0.045,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14713,16066,7/26/2012,Calcium,10800,ppb,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14714,16066,7/26/2012,Total Phosphorus,0.094,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14715,16066,7/11/2011,Total Suspended Solids,5,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14716,16066,10/2/2012,Total Solids,124,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14717,16066,9/19/2014,Total Organic Carbon,3.4,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14718,16066,10/2/2012,Silica,8.094,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14719,16066,7/11/2011,Total Solids,174,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14720,16066,7/26/2012,Total Nitrogen,0.607,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14721,16066,9/19/2014,Silica,4.581,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14722,16066,10/2/2012,Ortho Phosphate,0.096,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14723,16066,10/2/2012,Ammonia,0.032,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14724,16066,7/26/2012,Magnesium,2600,ppb,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14725,16066,10/2/2012,Nitrite,NA,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14726,16066,7/11/2011,Ammonia,0.031,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14727,16066,7/11/2011,Turbidity,1.7,None,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14728,16066,9/19/2014,Total Kjeldahl Nitrogen,0.166,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14729,16066,9/19/2014,Total Nitrogen,0.69,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14730,16066,9/19/2014,Ortho Phosphate,0.051,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14731,16066,7/26/2012,Nitrate,0.438,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14732,16066,7/11/2011,Nitrate/Nitrite,0.55,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14733,16066,10/2/2012,Chloride,27.4,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14734,16066,7/11/2011,Ortho Phosphate,0.045,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14735,16066,10/2/2012,Calcium,12400,ppb,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14736,16066,7/26/2012,Total Solids,104,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14737,16066,7/11/2011,Hardness,38.7,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14738,16066,9/19/2014,Nitrate,0.515,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14739,16066,7/11/2011,Magnesium,2430,ppb,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14740,16066,9/19/2014,Organic Nitrogen,0.109,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14741,16066,9/19/2014,pH,7.1,None,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14742,16066,9/19/2014,Nitrate/Nitrite,0.524,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14743,16066,10/2/2012,Nitrate,0.62,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14744,16066,7/11/2011,pH,7.1,None,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14745,16066,7/26/2012,Total Kjeldahl Nitrogen,0.16,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14746,16066,7/26/2012,Alkalinity,27,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14747,16066,10/2/2012,Magnesium,2770,ppb,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14748,16066,7/11/2011,Total Phosphorus,0.067,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14749,16066,9/19/2014,Total Solids,98,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14750,16066,9/19/2014,Nitrite,0.009,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14751,16066,10/2/2012,Total Phosphorus,0.129,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14752,16066,7/26/2012,Ortho Phosphate,0.075,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14753,16066,7/26/2012,Total Suspended Solids,7,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14754,16066,7/26/2012,Hardness,37.6,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14755,16066,10/2/2012,Total Kjeldahl Nitrogen,0.183,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14756,16066,7/26/2012,Nitrate/Nitrite,0.447,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14757,16066,7/26/2012,Nitrite,0.009,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14758,16066,9/19/2014,Turbidity,1.4,None,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14759,16066,9/19/2014,Magnesium,2540,ppb,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14760,16066,10/2/2012,Alkalinity,30,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14761,16066,9/19/2014,Alkalinity,26,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14762,16066,7/26/2012,Organic Nitrogen,0.115,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14763,16066,7/11/2011,Nitrite,0.01,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14764,16066,9/19/2014,Chloride,29,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14765,16066,10/2/2012,Nitrate/Nitrite,0.62,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14766,16066,7/11/2011,Chloride,30.2,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14767,16066,7/26/2012,Chloride,26.4,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14768,16066,9/19/2014,Total Suspended Solids,NA,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14769,16066,7/11/2011,Calcium,11500,ppb,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14770,16066,10/2/2012,Hardness,42.3,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14771,16066,9/19/2014,Calcium,11700,ppb,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14772,16066,9/19/2014,Total Phosphorus,0.078,ppm,River/Stream,0,Farmington River,41.914,-72.765,4300,Connecticut,4
14773,16076,9/21/2015,Nitrite,0.004,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14774,16076,9/21/2015,pH,8.2,None,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14775,16076,9/18/2013,Organic Nitrogen,0.148,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14776,16076,9/18/2013,Nitrate/Nitrite,0.616,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14777,16076,9/18/2013,Alkalinity,109,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14778,16076,9/21/2015,Silica,3.051,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14779,16076,9/21/2015,Total Suspended Solids,33,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14780,16076,9/18/2013,Turbidity,11.1,None,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14781,16076,9/21/2015,Nitrate,0.45,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14782,16076,9/18/2013,Chloride,29.1,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14783,16076,9/18/2013,Total Nitrogen,0.769,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14784,16076,9/18/2013,Total Organic Carbon,3.1,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14785,16076,9/21/2015,Hardness,148,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14786,16076,9/21/2015,Total Solids,230,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14787,16076,9/21/2015,Chloride,38.8,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14788,16076,9/21/2015,Ammonia,NA,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14789,16076,9/18/2013,Nitrate,0.613,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14790,16076,9/21/2015,Ortho Phosphate,0.005,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14791,16076,9/21/2015,Alkalinity,126,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14792,16076,9/21/2015,Total Kjeldahl Nitrogen,0.207,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14793,16076,9/21/2015,Total Nitrogen,0.283,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14794,16076,9/18/2013,Ammonia,0.005,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14795,16076,9/18/2013,Total Solids,212,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14796,16076,9/21/2015,Calcium,36300,ppb,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14797,16076,9/21/2015,Total Organic Carbon,2.6,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14798,16076,9/21/2015,Turbidity,10.2,None,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14799,16076,9/18/2013,Total Phosphorus,0.017,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14800,16076,9/21/2015,Total Phosphorus,0.014,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14801,16076,9/18/2013,Calcium,30000,ppb,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14802,16076,9/18/2013,Total Suspended Solids,20,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14803,16076,9/21/2015,Organic Nitrogen,0.207,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14804,16076,9/18/2013,Nitrite,0.003,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14805,16076,9/21/2015,Nitrate/Nitrite,0.454,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14806,16076,9/18/2013,Hardness,121,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14807,16076,9/18/2013,Silica,4.691,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14808,16076,9/18/2013,Total Kjeldahl Nitrogen,0.153,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14809,16076,9/21/2015,Magnesium,13900,ppb,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14810,16076,9/18/2013,Magnesium,11200,ppb,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14811,16076,9/18/2013,Ortho Phosphate,0.005,ppm,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14812,16076,9/18/2013,pH,8.3,None,River/Stream,0,Housatonic River,41.7673,-73.4379,6000,Housatonic,6
14813,16077,6/20/2012,Turbidity,0.7,None,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14814,16077,6/20/2012,Total Solids,88,ppm,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14815,16077,6/20/2012,Total Suspended Solids,2,ppm,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14816,16077,6/20/2012,Calcium,6100,ppb,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14817,16077,6/20/2012,Ammonia,0.017,ppm,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14818,16077,6/20/2012,Ortho Phosphate,0.006,ppm,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14819,16077,6/20/2012,Total Nitrogen,0.47,ppm,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14820,16077,6/20/2012,Total Kjeldahl Nitrogen,0.194,ppm,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14821,16077,6/20/2012,Alkalinity,12,ppm,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14822,16077,6/20/2012,Magnesium,1640,ppb,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14823,16077,6/20/2012,Nitrate/Nitrite,0.276,ppm,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14824,16077,6/20/2012,Chloride,18.4,ppm,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14825,16077,6/20/2012,Nitrate,0.273,ppm,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14826,16077,6/20/2012,Nitrite,0.003,ppm,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14827,16077,6/20/2012,Total Phosphorus,0.015,ppm,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14828,16077,6/20/2012,Hardness,22,ppm,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14829,16077,6/20/2012,Organic Nitrogen,0.177,ppm,River/Stream,0,Ponset Brook,41.4747,-72.5577,4014,Connecticut,4
14830,16078,10/17/2011,Chloride,27.3,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14831,16078,6/2/2011,pH,6.6,units,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14832,16078,10/17/2011,Magnesium,1810,ppb,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14833,16078,10/17/2011,Silica,9.468,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14834,16078,10/17/2011,Turbidity,0.9,None,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14835,16078,6/2/2011,Calcium,6110,ppb,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14836,16078,6/2/2011,Total Solids,134,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14837,16078,6/2/2011,Chloride,35.6,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14838,16078,6/2/2011,Hardness,22.8,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14839,16078,10/17/2011,Nitrite,NA,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14840,16078,6/2/2011,Total Suspended Solids,9,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14841,16078,6/2/2011,Nitrite,0.003,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14842,16078,10/17/2011,Ortho Phosphate,0.006,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14843,16078,10/17/2011,Nitrate/Nitrite,0.292,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14844,16078,6/2/2011,Organic Nitrogen,0.061,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14845,16078,6/2/2011,Total Phosphorus,0.008,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14846,16078,6/2/2011,Nitrate/Nitrite,0.345,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14847,16078,10/17/2011,Nitrate,0.292,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14848,16078,6/2/2011,Total Nitrogen,0.406,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14849,16078,10/17/2011,Total Solids,74,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14850,16078,10/17/2011,Total Nitrogen,0.386,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14851,16078,10/17/2011,Hardness,21.6,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14852,16078,6/2/2011,Total Kjeldahl Nitrogen,0.061,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14853,16078,6/2/2011,Magnesium,1850,ppb,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14854,16078,6/2/2011,Nitrate,0.345,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14855,16078,10/17/2011,Organic Nitrogen,0.084,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14856,16078,10/17/2011,Total Suspended Solids,8,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14857,16078,10/17/2011,Total Phosphorus,0.007,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14858,16078,10/17/2011,Total Kjeldahl Nitrogen,0.094,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14859,16078,6/2/2011,Ortho Phosphate,0.003,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14860,16078,10/17/2011,Calcium,5670,ppb,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14861,16078,6/2/2011,Ammonia,0.003,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14862,16078,6/2/2011,Alkalinity,9,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14863,16078,6/2/2011,Turbidity,1.3,None,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14864,16078,10/17/2011,Ammonia,0.01,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14865,16078,10/17/2011,Alkalinity,11,ppm,River/Stream,0,South Mountain Brook,41.6621,-72.947,4315,Connecticut,4
14866,16079,10/1/2013,Total Nitrogen,0.314,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14867,16079,7/2/2013,Nitrate/Nitrite,0.087,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14868,16079,10/1/2013,Hardness,15.2,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14869,16079,10/1/2013,Ammonia,0.007,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14870,16079,7/2/2013,Magnesium,1090,ppb,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14871,16079,7/2/2013,Ortho Phosphate,0.01,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14872,16079,7/2/2013,Ammonia,0.011,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14873,16079,10/1/2013,Total Suspended Solids,11,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14874,16079,7/2/2013,pH,6.5,None,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14875,16079,10/1/2013,Calcium,3950,ppb,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14876,16079,7/2/2013,Total Organic Carbon,7,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14877,16079,10/1/2013,Total Phosphorus,0.022,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14878,16079,10/1/2013,Magnesium,1300,ppb,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14879,16079,7/2/2013,Total Solids,10,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14880,16079,7/2/2013,Nitrite,NA,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14881,16079,10/1/2013,pH,6.7,None,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14882,16079,7/2/2013,Hardness,13.1,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14883,16079,7/2/2013,Nitrate,0.087,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14884,16079,10/1/2013,Nitrate,0.042,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14885,16079,7/2/2013,Total Phosphorus,0.024,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14886,16079,10/1/2013,Total Solids,72,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14887,16079,10/1/2013,Ortho Phosphate,0.009,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14888,16079,10/1/2013,Nitrate/Nitrite,0.042,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14889,16079,7/2/2013,Total Suspended Solids,16,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14890,16079,10/1/2013,Alkalinity,9,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14891,16079,7/2/2013,Calcium,3460,ppb,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14892,16079,10/1/2013,Silica,8.713,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14893,16079,7/2/2013,Turbidity,1.3,None,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14894,16079,10/1/2013,Total Organic Carbon,9.9,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14895,16079,10/1/2013,Chloride,8.2,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14896,16079,10/1/2013,Turbidity,1.3,None,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14897,16079,7/2/2013,Total Nitrogen,0.326,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14898,16079,7/2/2013,Alkalinity,8,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14899,16079,7/2/2013,Chloride,8.4,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14900,16079,10/1/2013,Nitrite,NA,ppm,River/Stream,0,Pendleton Hill Brook,41.4781,-71.8354,1001,Pawcatuck,1
14901,16080,9/29/2014,Nitrate,0.032,ppm,River/Stream,0,West Branch Salmon Brook,41.9745,-72.896,4319,Connecticut,4
14902,16080,10/16/2012,Silica,9.09,ppm,River/Stream,0,West Branch Salmon Brook,41.9745,-72.896,4319,Connecticut,4
14903,16080,9/29/2014,Total Solids,50,ppm,River/Stream,0,West Branch Salmon Brook,41.9745,-72.896,4319,Connecticut,4
14904,16080,10/16/2012,Total Solids,NA,ppm,River/Stream,0,West Branch Salmon Brook,41.9745,-72.896,4319,Connecticut,4
